V1;artist_id;artist_name;song_id;song_name;album_id;release_date;release_year;Mentions_Cocain;Mentions_Cannabis;album_name
3;547530;18 Karat;3708615;Bam Bam (Ft. Play69);511256;04.05.2018;2018;0;1;Geld Gold Gras (Supremos Tour Edition)
4;547530;18 Karat;3048131;Bis zum bitteren Ende;338984;07.04.2017;2017;1;1;Gesetzlos EP
5;547530;18 Karat;3045921;Braun grün gelb lila (Ft. Play69);331313;07.04.2017;2017;1;1;PUSHA
6;547530;18 Karat;2408661;Chivatos;132419;17.01.2016;2016;0;0;FSK18 Brutal
7;547530;18 Karat;3048344;Crackcity;331313;07.04.2017;2017;1;1;PUSHA
8;547530;18 Karat;3241570;Das Beste vom Besten;132419;17.01.2016;2016;0;1;FSK18 Brutal
9;547530;18 Karat;2434413;Dein Sohn;132419;17.01.2016;2016;0;0;FSK18 Brutal
10;547530;18 Karat;3046511;Dieser Weg;331313;07.04.2017;2017;1;0;PUSHA
11;547530;18 Karat;3500719;Dort wo ich steh (Ft. KC Rebell);393566;09.03.2018;2018;0;1;Geld Gold Gras
12;547530;18 Karat;2275592;Fast Money Fast Life;132419;17.01.2016;2016;1;1;FSK18 Brutal
13;547530;18 Karat;3048119;Fick die Polizei;338984;07.04.2017;2017;1;0;Gesetzlos EP
14;547530;18 Karat;3048088;Fick Rap;338984;07.04.2017;2017;0;1;Gesetzlos EP
15;547530;18 Karat;2993783;FMFL 2.0;331313;07.04.2017;2017;1;1;PUSHA
16;547530;18 Karat;2434423;FSK18 Brutal;132419;17.01.2016;2016;1;1;FSK18 Brutal
17;547530;18 Karat;3040149;Gangsta Gangsta;331313;07.04.2017;2017;1;1;PUSHA
18;547530;18 Karat;3046317;Gegen den Fame;331313;07.04.2017;2017;0;0;PUSHA
19;547530;18 Karat;3500714;Geld Gold Gras;393566;09.03.2018;2018;1;1;Geld Gold Gras
20;547530;18 Karat;2435466;Get Rich Or Die Try'n;132419;17.01.2016;2016;1;1;FSK18 Brutal
21;547530;18 Karat;3500724;Ghetto Prominenz;393566;09.03.2018;2018;0;1;Geld Gold Gras
22;547530;18 Karat;3500716;Global Player;393566;09.03.2018;2018;0;1;Geld Gold Gras
23;547530;18 Karat;3500728;Hublot;393566;09.03.2018;2018;1;1;Geld Gold Gras
24;547530;18 Karat;3500720;Hundert Prozent;393566;09.03.2018;2018;1;1;Geld Gold Gras
25;547530;18 Karat;3429990;Hustla;393566;09.03.2018;2018;1;1;Geld Gold Gras
26;547530;18 Karat;3046313;Ich glaub an dich;331313;07.04.2017;2017;0;0;PUSHA
27;547530;18 Karat;3500740;Illegal (Ft. Dabbl, Guantanamo, Hamada (DE) & Play69);393566;09.03.2018;2018;1;1;Geld Gold Gras
28;547530;18 Karat;3045963;Illegaler Lifestyle;331313;07.04.2017;2017;0;1;PUSHA
29;547530;18 Karat;3500713;Immer noch kein Rapper;393566;09.03.2018;2018;0;0;Geld Gold Gras
30;547530;18 Karat;3500717;Intensivtäter;393566;09.03.2018;2018;0;1;Geld Gold Gras
32;547530;18 Karat;2897296;Kalasch im Kofferraum;132419;17.01.2016;2016;0;1;FSK18 Brutal
33;547530;18 Karat;2275682;Kein Rapper;132419;17.01.2016;2016;1;1;FSK18 Brutal
34;547530;18 Karat;3008404;Komm ins Café (Ft. Farid Bang);331313;07.04.2017;2017;1;0;PUSHA
35;547530;18 Karat;3500723;Komm ins Café 2 (Ft. Farid Bang);393566;09.03.2018;2018;0;1;Geld Gold Gras
36;547530;18 Karat;3048128;Krank;338984;07.04.2017;2017;1;1;Gesetzlos EP
37;547530;18 Karat;3046312;Löwen;331313;07.04.2017;2017;1;1;PUSHA
38;547530;18 Karat;3046748;Mach ma keine Filme (Ft. Play69);331313;07.04.2017;2017;0;1;PUSHA
39;547530;18 Karat;3500726;Mama ist nicht stolz;393566;09.03.2018;2018;0;1;Geld Gold Gras
40;547530;18 Karat;2486461;Meine Jungs;132419;17.01.2016;2016;1;1;FSK18 Brutal
41;547530;18 Karat;2474161;Meine Mukke;132419;17.01.2016;2016;0;1;FSK18 Brutal
42;547530;18 Karat;2821773;Nicole;132419;17.01.2016;2016;1;0;FSK18 Brutal
43;547530;18 Karat;3045852;Psycho (Ft. KC Rebell);331313;07.04.2017;2017;1;1;PUSHA
44;547530;18 Karat;3045940;Pusha;331313;07.04.2017;2017;1;1;PUSHA
45;547530;18 Karat;3047984;Pusha gewesen Pusha geblieben;331313;07.04.2017;2017;1;0;PUSHA
46;547530;18 Karat;2322201;Raubtier auf Jagd (Ft. Manuellsen);141681;04.10.2015;2015;0;0;Freetracks & Exclusives
47;547530;18 Karat;3045885;Ready to Die;331313;07.04.2017;2017;0;1;PUSHA
48;547530;18 Karat;3500725;Real recognize real;393566;09.03.2018;2018;1;1;Geld Gold Gras
49;547530;18 Karat;3500738;Rein raus;393566;09.03.2018;2018;1;1;Geld Gold Gras
50;547530;18 Karat;4367446;So stell ich mir das vor;510359;08.03.2019;2019;1;1;Je M'Appelle Kriminell
51;547530;18 Karat;3045899;Straßenabitur;331313;07.04.2017;2017;0;1;PUSHA
52;547530;18 Karat;2406151;Studiogangster;132419;17.01.2016;2016;1;1;FSK18 Brutal
53;547530;18 Karat;3500721;Tam die Gangstas (Ft. Play69);393566;09.03.2018;2018;1;1;Geld Gold Gras
54;547530;18 Karat;3048124;Tanz mit dem Teufel;338984;07.04.2017;2017;0;0;Gesetzlos EP
55;547530;18 Karat;2328396;T€uf€l;132419;17.01.2016;2016;1;1;FSK18 Brutal
56;547530;18 Karat;3241569;Vercracktes Viertel;132419;17.01.2016;2016;1;1;FSK18 Brutal
57;547530;18 Karat;3500727;Verliebt in einen Gangster;393566;09.03.2018;2018;0;0;Geld Gold Gras
58;547530;18 Karat;3468178;Versace;393566;09.03.2018;2018;1;1;Geld Gold Gras
59;547530;18 Karat;3500739;Volles Magazin;393566;09.03.2018;2018;0;0;Geld Gold Gras
60;547530;18 Karat;2482735;Vom Ghetto zu Ghetto;132419;17.01.2016;2016;0;1;FSK18 Brutal
61;547530;18 Karat;3500737;Von der Hölle in die Charts;393566;09.03.2018;2018;1;1;Geld Gold Gras
62;547530;18 Karat;3026069;Wahre Begebenheiten (Ft. AK Ausserkontrolle);331313;07.04.2017;2017;0;1;PUSHA
63;547530;18 Karat;3500741;Wann hör ich endlich auf;393566;09.03.2018;2018;0;0;Geld Gold Gras
64;547530;18 Karat;2385774;Was solls;132419;17.01.2016;2016;1;1;FSK18 Brutal
65;547530;18 Karat;2920783;Weil ein Gangster nicht liebt;132419;17.01.2016;2016;0;1;FSK18 Brutal
66;547530;18 Karat;3500722;Weltmacht;393566;09.03.2018;2018;0;0;Geld Gold Gras
67;547530;18 Karat;3046668;Wieder dicht;331313;07.04.2017;2017;1;1;PUSHA
68;547530;18 Karat;2486424;Wiedergabe;132419;17.01.2016;2016;1;1;FSK18 Brutal
69;547530;18 Karat;3500718;Zurück zum Anfang;393566;09.03.2018;2018;0;1;Geld Gold Gras
70;24476;3Plusss;340027;1 Bus;76682;14.01.2014;2014;0;0;MEHR
71;24476;3Plusss;2822573;31;29489;02.11.2012;2012;0;1;Kindskopf LP
72;24476;3Plusss;444461;32stel vs. Kenta (VBT 2011) (Ft. T-Jey);NA;20.07.2011;2011;0;1;NA
73;24476;3Plusss;384471;3Käsehoch;76682;14.01.2014;2014;0;0;MEHR
74;24476;3Plusss;447316;3Plusslied;59953;06.12.2010;2010;0;0;Dicke Eier
75;24476;3Plusss;442568;5=8;NA;16.08.2010;2010;0;0;NA
76;24476;3Plusss;384477;Ab jetzt;76682;14.01.2014;2014;0;0;MEHR
77;24476;3Plusss;2348569;Alles was mich juckt;NA;11.09.2015;2015;0;0;NA
78;24476;3Plusss;2905994;An und für dich;221491;11.11.2016;2016;0;0;Gottkomplex
79;24476;3Plusss;2958046;Astronaut & Lügner;304199;23.12.2016;2016;0;0;Kaufmeinscheiss EP
80;24476;3Plusss;2403506;Auf der Stelle;138674;08.01.2016;2016;0;1;Auf der Stelle EP
81;24476;3Plusss;2905705;Auseinander;221491;11.11.2016;2016;1;0;Gottkomplex
82;24476;3Plusss;384473;Bier allein;76682;14.01.2014;2014;0;0;MEHR
83;24476;3Plusss;384476;Bis jetzt;76682;14.01.2014;2014;0;0;MEHR
84;24476;3Plusss;2905392;Bleiben;221491;11.11.2016;2016;0;1;Gottkomplex
85;24476;3Plusss;96127;Boah Ey (Ft. Sorgenkind);29489;02.11.2012;2012;0;1;Kindskopf LP
86;24476;3Plusss;2842288;Bonustrackmackwack;29489;02.11.2012;2012;0;1;Kindskopf LP
87;24476;3Plusss;504529;<U+200B>dankebittesehr;108989;24.07.2014;2014;0;1;weniger EP
88;24476;3Plusss;392207;Dein Album;343877;21.03.2014;2014;0;1;MEHR (Noch MEHR Edition)
89;24476;3Plusss;361073;DNS;343877;21.03.2014;2014;0;0;MEHR (Noch MEHR Edition)
90;24476;3Plusss;442607;Egal, ich bin dope;23845;12.03.2012;2012;0;1;Kindskopf EP
91;24476;3Plusss;289919;Egal, ich bleib dope;343877;21.03.2014;2014;0;1;MEHR (Noch MEHR Edition)
92;24476;3Plusss;384472;Ehrlich;76682;14.01.2014;2014;0;1;MEHR
93;24476;3Plusss;384475;Ein Lied, das ich an meinem Geburtstag geschrieben habe;76682;14.01.2014;2014;0;1;MEHR
94;24476;3Plusss;442603;Einzelkind (Ft. Sorgenkind);23845;12.03.2012;2012;0;0;Kindskopf EP
95;24476;3Plusss;384469;Erstmal;76682;14.01.2014;2014;1;0;MEHR
96;24476;3Plusss;2378854;Fhug Life;138674;08.01.2016;2016;0;1;Auf der Stelle EP
97;24476;3Plusss;2133426;<U+200B>freestyle2008 (Ft. <U+200B>donetasy);108989;24.07.2014;2014;0;1;weniger EP
98;24476;3Plusss;2940616;Fussball;304199;23.12.2016;2016;0;1;Kaufmeinscheiss EP
99;24476;3Plusss;2905414;Gespenster;221491;11.11.2016;2016;0;0;Gottkomplex
100;24476;3Plusss;2906460;Grau;221491;11.11.2016;2016;0;1;Gottkomplex
101;24476;3Plusss;124198;Hallo Frauenwelt Part X;29489;02.11.2012;2012;0;0;Kindskopf LP
102;24476;3Plusss;2403513;Hey, Pinguin;138674;08.01.2016;2016;0;1;Auf der Stelle EP
103;24476;3Plusss;673240;Hi & Tschüss;343877;21.03.2014;2014;0;0;MEHR (Noch MEHR Edition)
105;24476;3Plusss;328980;Hunger;343877;21.03.2014;2014;0;0;MEHR (Noch MEHR Edition)
106;24476;3Plusss;2133417;<U+200B>hypemichmal;108989;24.07.2014;2014;0;0;weniger EP
107;24476;3Plusss;384478;Ich glaube, ich bin;76682;14.01.2014;2014;0;0;MEHR
108;24476;3Plusss;384468;Ich habe Hip Hop nicht verstanden;76682;14.01.2014;2014;0;0;MEHR
109;24476;3Plusss;2942032;Ich habe Rap verstanden;304199;23.12.2016;2016;0;0;Kaufmeinscheiss EP
110;24476;3Plusss;475852;Ich komme mit der Welt nicht klar;29489;02.11.2012;2012;0;0;Kindskopf LP
111;24476;3Plusss;2905637;Ich und meine Freunde;221491;11.11.2016;2016;0;0;Gottkomplex
112;24476;3Plusss;2906020;In letzter Zeit;221491;11.11.2016;2016;0;1;Gottkomplex
113;24476;3Plusss;696298;Intro (Ft. <U+200B>donetasy);119092;16.08.2010;2010;0;0;Ein Eimer Voll Hass EP
114;24476;3Plusss;2403535;Irgendwie so;138674;08.01.2016;2016;0;1;Auf der Stelle EP
115;24476;3Plusss;493028;<U+200B>janein;108989;24.07.2014;2014;0;1;weniger EP
116;24476;3Plusss;2133422;<U+200B>jugendvonheute;108989;24.07.2014;2014;0;0;weniger EP
117;24476;3Plusss;442553;Kannst nicht deine verdammte Fresse halten?;23845;12.03.2012;2012;0;0;Kindskopf EP
118;24476;3Plusss;2956942;Kaufmeinscheiss;304199;23.12.2016;2016;0;1;Kaufmeinscheiss EP
119;24476;3Plusss;538305;Kevin;29489;02.11.2012;2012;0;0;Kindskopf LP
120;24476;3Plusss;97113;Kindskopf;23845;12.03.2012;2012;0;0;Kindskopf EP
121;24476;3Plusss;384474;Kopf;76682;14.01.2014;2014;0;0;MEHR
122;24476;3Plusss;485003;Kreatief;29489;02.11.2012;2012;0;0;Kindskopf LP
123;24476;3Plusss;2293144;Krrrank;29489;02.11.2012;2012;0;0;Kindskopf LP
124;24476;3Plusss;384470;LANGWEILTMICH;76682;14.01.2014;2014;0;0;MEHR
125;24476;3Plusss;2913991;La Vida Locker;304199;23.12.2016;2016;0;0;Kaufmeinscheiss EP
126;24476;3Plusss;134275;Maskulin Maskulin (Ft. <U+200B>donetasy & Zugezogen Maskulin);29489;02.11.2012;2012;1;1;Kindskopf LP
127;24476;3Plusss;486909;<U+200B>meskalinboogie;108989;24.07.2014;2014;0;1;weniger EP
128;24476;3Plusss;442590;Monatsanfang;23845;12.03.2012;2012;0;1;Kindskopf EP
129;24476;3Plusss;103637;Nase;29489;02.11.2012;2012;0;0;Kindskopf LP
130;24476;3Plusss;2860966;Nein;221491;11.11.2016;2016;0;1;Gottkomplex
131;24476;3Plusss;2133432;<U+200B>nixzufeiern;108989;24.07.2014;2014;0;0;weniger EP
132;24476;3Plusss;2403520;Normal (Ft. Sorgenkind);138674;08.01.2016;2016;0;1;Auf der Stelle EP
133;24476;3Plusss;2905423;Nudeln;221491;11.11.2016;2016;0;0;Gottkomplex
134;24476;3Plusss;484436;<U+200B>ok;108989;24.07.2014;2014;0;1;weniger EP
135;24476;3Plusss;447710;Pass auf! (Ft. <U+200B>donetasy);NA;16.08.2010;2010;1;0;NA
136;24476;3Plusss;442863;Qualifikation (VBT 2011);NA;27.04.2011;2011;0;1;NA
137;24476;3Plusss;442561;Scheiss drauf;23845;12.03.2012;2012;0;0;Kindskopf EP
138;24476;3Plusss;262826;Schlechte Welt (Ft. <U+200B>donetasy);119092;16.08.2010;2010;0;0;Ein Eimer Voll Hass EP
139;24476;3Plusss;2881627;Schwarz;221491;11.11.2016;2016;0;0;Gottkomplex
140;24476;3Plusss;2392937;Schweigen;138674;08.01.2016;2016;0;0;Auf der Stelle EP
141;24476;3Plusss;543130;Selbstdiagnose;29489;02.11.2012;2012;0;0;Kindskopf LP
142;24476;3Plusss;363083;Sicher (Ft. Chefket);76682;14.01.2014;2014;0;0;MEHR
143;24476;3Plusss;97869;Sommerding (Ft. <U+200B>donetasy);NA;21.06.2012;2012;0;1;NA
144;24476;3Plusss;2906085;Sonntag;221491;11.11.2016;2016;0;0;Gottkomplex
145;24476;3Plusss;346019;Sorry, ich bin doof;29489;02.11.2012;2012;0;1;Kindskopf LP
146;24476;3Plusss;2906057;Soweit (Ft. Sorgenkind);221491;11.11.2016;2016;0;0;Gottkomplex
147;24476;3Plusss;293966;Streetrotation Vol. 3;NA;30.08.2013;2013;0;0;NA
148;24476;3Plusss;444127;Vorrunde 1 vs. ORAT (VBT 2011) (Ft. <U+200B>donetasy);NA;10.05.2011;2011;0;0;NA
149;24476;3Plusss;444132;Vorrunde 2 vs. PandaSounD (VBT 2011) (Ft. <U+200B>donetasy);NA;29.05.2011;2011;0;1;NA
150;24476;3Plusss;444426;Vs. AlutA - [64stel-Finale - VBT 2011] (Ft. <U+200B>donetasy);132516;04.07.2011;2011;0;1;VBT 2011 
152;24476;3Plusss;395573;Vs. EstA - [HR 16tel-Finale - VBT 2011] (Ft. <U+200B>donetasy);132516;04.07.2011;2011;0;1;VBT 2011 
153;24476;3Plusss;2380105;Vs. EstA - [RR 16tel-Finale - VBT 2011] (Ft. Weekend);132516;04.07.2011;2011;0;0;VBT 2011 
154;24476;3Plusss;394816;Vs. Milo - [HR 8tel-Finale - VBT 2011] (Ft. Battleboi Basti);132516;04.07.2011;2011;0;0;VBT 2011 
155;24476;3Plusss;149850;Vs. Milo - [RR 8tel-Finale - VBT 2011] (Ft. <U+200B>donetasy & EstA (Germany));132516;04.07.2011;2011;0;0;VBT 2011 
156;24476;3Plusss;2329263;Vs. T-Jey - [HR Viertelfinale - VBT 2011] (Ft. Klomann & Nark);132516;04.07.2011;2011;0;1;VBT 2011 
157;24476;3Plusss;2323272;Vs. Weekend [HR Halbfinale - VBT 2011] (Ft. SpliffTastic);132516;04.07.2011;2011;0;1;VBT 2011 
158;24476;3Plusss;2323209;Vs. Weekend [RR Halbfinale - VBT 2011] (Ft. Djin);132516;04.07.2011;2011;0;0;VBT 2011 
159;24476;3Plusss;2403528;Wand;138674;08.01.2016;2016;0;0;Auf der Stelle EP
160;24476;3Plusss;2152856;<U+200B>washook;108989;24.07.2014;2014;0;1;weniger EP
161;24476;3Plusss;2906322;Weiss;221491;11.11.2016;2016;0;1;Gottkomplex
162;24476;3Plusss;139807;Wenn Du Ein Wal Bist (Skit);29489;02.11.2012;2012;0;0;Kindskopf LP
163;24476;3Plusss;442611;Wenn du kein Wal bist;23845;12.03.2012;2012;0;0;Kindskopf EP
164;24476;3Plusss;444138;Zwischenrunde vs. item62 (VBT 2011);NA;14.06.2011;2011;0;0;NA
166;20278;4tune;3226563;Aka K.O.llegah - 2.0;367440;07.11.2012;2012;1;1;Battlepaket 2
168;20278;4tune;2427309;Apowhack da hilft dir auch kein Photoshop;NA;22.02.2015;2015;0;1;NA
169;20278;4tune;183894;Boofen (Ft. HappyBeckmann);20442;01.01.2011;2011;0;0;ReGeneration
170;20278;4tune;2890281;Danke Merkel / Alles Fotzen;243213;21.10.2016;2016;1;1;JMC 2016 - 4tel Finale
171;20278;4tune;449643;Dann doch lieber Cola;NA;12.06.2014;2014;1;1;NA
172;20278;4tune;381254;Dreams;88085;18.01.2014;2014;0;1;Einer muss es ja tune
173;20278;4tune;395122;DVD Abend;88085;18.01.2014;2014;0;0;Einer muss es ja tune
176;20278;4tune;2802394;Flysteppers / Erdogan Style;158236;01.07.2016;2016;0;1;JMC 2016 - 16tel Finale
177;20278;4tune;469712;Fressen;88085;18.01.2014;2014;0;1;Einer muss es ja tune
178;20278;4tune;2845695;Gotta fuck 'em all (Ft. Dollar John & HappyBeckmann);208265;26.08.2016;2016;0;0;JMC 2016 - 8tel Finale
179;20278;4tune;4319485;HERO (4tune) - BALLER KOKS (Mero - Baller los Parodie);NA;12.02.2019;2019;1;1;NA
181;20278;4tune;3880642;Immer noch;357961;04.08.2017;2017;0;0;Bang Shui (Bonus EP)
182;20278;4tune;368067;Input;88085;18.01.2014;2014;1;0;Einer muss es ja tune
187;20278;4tune;2155955;JBB Quali 2016;NA;09.06.2015;2015;0;0;NA
188;20278;4tune;3093451;Katja;364225;19.05.2017;2017;0;0;Freetracks und Exclusives
191;20278;4tune;3265066;Mein Sohn;349841;18.08.2017;2017;1;1;Bang Shui
192;20278;4tune;642619;Miss Direction;20442;01.01.2011;2011;0;1;ReGeneration
195;20278;4tune;562424;Nicht mit mir;88085;18.01.2014;2014;0;0;Einer muss es ja tune
196;20278;4tune;298698;No Problem Houston;339522;01.12.2013;2013;0;1;JuliensBlogContest
197;20278;4tune;85382;Ouuuhjaaa;20442;01.01.2011;2011;0;1;ReGeneration
198;20278;4tune;73881;Qualifikation [JBB 2012];130817;19.01.2013;2013;0;0;JBB 2012
199;20278;4tune;448470;Qualifikation [JBB 2014];143289;06.06.2014;2014;0;1;JBB 2014
200;20278;4tune;485281;Rapper sind schwul (Skit);88085;18.01.2014;2014;1;1;Einer muss es ja tune
202;20278;4tune;2422099;Satan Unser;143231;12.02.2016;2016;0;0;JMC 2016 - Qualifikationen
203;20278;4tune;472717;So viele Fragen;88085;18.01.2014;2014;0;0;Einer muss es ja tune
204;20278;4tune;382125;Steve Urkel;NA;16.03.2014;2014;0;0;NA
205;20278;4tune;3226526;Tofufilet;367440;07.11.2012;2012;0;0;Battlepaket 2
206;20278;4tune;113623;VBT Splash Qualifikation 2013;28556;01.01.2013;2013;1;1;Qualifikation
207;20278;4tune;81983;Vs Der Asiate [Finale HR - JBB 2012] (Ft. Beckmann, Dollar John & T-Jey);130817;19.01.2013;2013;0;0;JBB 2012
208;20278;4tune;113812;Vs. Der Asiate [Finale RR - JBB 2012] (Ft. Atzenkalle);130817;19.01.2013;2013;0;1;JBB 2012
209;20278;4tune;81126;Vs. Der Asiate [Halbfinale - JBB 2012] (Ft. Dollar John & HappyBeckmann);130817;19.01.2013;2013;0;1;JBB 2012
210;20278;4tune;81953;Vs. Der Asiate (HR) [Finale - JBB 2012] (Ft. Dollar John & HappyBeckmann);367440;07.11.2012;2012;0;0;Battlepaket 2
211;20278;4tune;145918;Vs. EstA - [HR Halbfinale - VBT Splash!-Edition 2013];28555;01.01.2013;2013;0;0;Halbfinale
212;20278;4tune;149859;Vs. EstA - [RR Halbfinale - VBT Splash!-Edition 2013] (Ft. Battleboi Basti);28555;01.01.2013;2013;1;0;Halbfinale
213;20278;4tune;81140;Vs. HappyBeckmann - [64stel-Finale - VBT 2012] (Ft. HappyBeckmann);133471;04.07.2012;2012;1;0;VBT 2012 
214;20278;4tune;78631;Vs. Kayayin [4tel-Finale - JBB 2012] (Ft. Battleboi Basti);130817;19.01.2013;2013;1;1;JBB 2012
215;20278;4tune;476064;Vs. Laskah [8tel-Finale JBB 2014] HR;510168;04.07.2014;2014;1;0;JBB 2014 - Achtelfinale
216;20278;4tune;485330;Vs. Laskah  [8tel-Finale JBB 2014] RR;510168;04.07.2014;2014;0;1;JBB 2014 - Achtelfinale
217;20278;4tune;86853;Vs. Matsche - [HR 8tel-Finale - VBT 2012];133471;04.07.2012;2012;0;0;VBT 2012 
218;20278;4tune;106868;Vs. Matsche -  [RR 8tel-Finale - VBT 2012] (Ft. Dollar John, HappyBeckmann & Jason);133471;04.07.2012;2012;0;1;VBT 2012 
219;20278;4tune;86855;Vs. Mikz - [32stel-Finale - VBT 2012] (Ft. HappyBeckmann & Ésmaticx);133471;04.07.2012;2012;1;1;VBT 2012 
220;20278;4tune;118957;Vs. Mikzn 70 - [HR 8tel - VBT Splash!-Edition 2013] (Ft. Duzoe & HappyBeckmann);28517;17.02.2013;2013;0;1;Achtelfinale Hinrunde
221;20278;4tune;123552;Vs. Mikzn 70 - [RR 8tel - VBT Splash!-Edition 2013];28557;01.03.2013;2013;1;1;Achtelfinale Rückrunde
222;20278;4tune;2337844;Vs. Mio Mao - [HR 4tel-Finale - VBT 2012] (Ft. Jason & Pewee);133471;04.07.2012;2012;0;1;VBT 2012 
223;20278;4tune;385266;Vs. Mio Mao [RR 4tel-Finale - VBT 2012];133471;04.07.2012;2012;0;0;VBT 2012 
224;20278;4tune;156272;Vs. Persteasy [HR Finale - VBT Splash!-Edition 2013];28558;22.12.2012;2012;0;1;Finale
225;20278;4tune;167557;Vs. Persteasy - [RR Finale - VBT Splash!-Edition 2013] (Ft. Dollar John, HappyBeckmann & Sudden);28558;22.12.2012;2012;0;1;Finale
226;20278;4tune;132171;Vs. Pimf - [HR 4tel - VBT Splash!-Edition 2013];28554;13.03.2013;2013;0;1;Viertelfinale
227;20278;4tune;136545;Vs. Pimf - [RR 4tel - VBT Splash!-Edition 2013];28554;13.03.2013;2013;0;0;Viertelfinale
228;20278;4tune;3976468;Vs. Psycrow [Bonusbattle 1/4 - JBB 2018];351785;23.09.2018;2018;0;0;JBB 2018
229;20278;4tune;210070;Vs. SpongeBOZZ (HR) [King-Finale - JBB 2013];339899;25.08.2013;2013;0;1;JBB 2013
230;20278;4tune;215354;Vs. SpongeBOZZ (RR) [King-Finale - JBB 2013];339899;25.08.2013;2013;0;1;JBB 2013
232;20278;4tune;3227346;Wolken;88085;18.01.2014;2014;0;0;Einer muss es ja tune
233;20278;4tune;2469648;YouTube Killed The Television Star;149458;08.05.2016;2016;0;1;JMC 2016 - 32stel Finale
234;31834;Abroo;427514;Glaub mir (Ft. Casper);113485;01.01.2008;2008;0;0;Juice CD #083 
235;106284;Antihelden;291375;Glühbirnengesellschaft (Ft. Morlockk Dilemma);63665;25.06.2010;2010;0;1;Kein Happy End
236;20543;Absztrakkt;4223901;1001 Nacht;304434;01.01.2008;2008;0;0;Die Heiligen Rollen (Gesammelte Werke 1998-2008)
237;20543;Absztrakkt;4225483;12 Juwelen Part;88946;01.07.2009;2009;0;0;Mikkelangelo
238;20543;Absztrakkt;4223902;3 Für Klartext (Ft. MC Acne);304434;01.01.2008;2008;0;0;Die Heiligen Rollen (Gesammelte Werke 1998-2008)
239;20543;Absztrakkt;4225310;3 für Klartext Part;88946;01.07.2009;2009;0;0;Mikkelangelo
240;20543;Absztrakkt;4223913;Aachen Session;304434;01.01.2008;2008;0;0;Die Heiligen Rollen (Gesammelte Werke 1998-2008)
241;20543;Absztrakkt;591723;Abszflows;47228;10.10.2011;2011;0;0;Diamantgeiszt
242;20543;Absztrakkt;2919148;Absztrakkt & Zynisch Skit;64672;01.01.2009;2009;0;0;Das Buch der drei Ringe
243;20543;Absztrakkt;3478978;Acht Uhr war's (Xclusive);117618;10.01.2018;2018;0;0;Freetracks & Exclusives
244;20543;Absztrakkt;749743;Allesreal.de Exclusive;304434;01.01.2008;2008;0;1;Die Heiligen Rollen (Gesammelte Werke 1998-2008)
245;20543;Absztrakkt;4225353;American Fistory XXX Hook (Ft. Questgott & R.U.F.F.K.I.D.D.);88946;01.07.2009;2009;0;0;Mikkelangelo
246;20543;Absztrakkt;4225482;Astral Tao Part;88946;01.07.2009;2009;0;0;Mikkelangelo
247;20543;Absztrakkt;325747;Astrokidd;304434;01.01.2008;2008;0;0;Die Heiligen Rollen (Gesammelte Werke 1998-2008)
248;20543;Absztrakkt;591764;Back in the Daysz Skit;47228;10.10.2011;2011;0;0;Diamantgeiszt
249;20543;Absztrakkt;569230;Bad Karma (Ft. Jinx & Sirviva);111132;17.10.2014;2014;1;1;Bodhiguard
250;20543;Absztrakkt;4223752;Bambuswald Skit;64672;01.01.2009;2009;0;0;Das Buch der drei Ringe
251;20543;Absztrakkt;697069;Beautiful;304434;01.01.2008;2008;0;1;Die Heiligen Rollen (Gesammelte Werke 1998-2008)
252;20543;Absztrakkt;4224135;Bleispucker;47060;01.01.2012;2012;0;0;Die Heiligen Rollen (Diamant Edition)
253;20543;Absztrakkt;4224113;Bleispucker Part;47060;01.01.2012;2012;0;0;Die Heiligen Rollen (Diamant Edition)
254;20543;Absztrakkt;327534;Blüten & Dornen;64672;01.01.2009;2009;0;1;Das Buch der drei Ringe
255;20543;Absztrakkt;567745;Bodhicore (Ft. Defekt36 & Sirviva);111132;17.10.2014;2014;0;1;Bodhiguard
256;20543;Absztrakkt;546475;Bodhiguard;111132;17.10.2014;2014;1;0;Bodhiguard
258;20543;Absztrakkt;2326183;Bodhisattva;47060;01.01.2012;2012;0;0;Die Heiligen Rollen (Diamant Edition)
259;20543;Absztrakkt;543113;Bodhishinobi (Ft. Cr7z);111132;17.10.2014;2014;0;1;Bodhiguard
260;20543;Absztrakkt;4225513;Boom Bye Yea;432004;07.07.2017;2017;0;0;Die psychosoziale, chemische, biologische und elektromagnetische Manipulation des menschlichen Bewusstseins (DpcbueMdmB Mixtape)
261;20543;Absztrakkt;4225360;Celestial Chamber Part;88946;01.07.2009;2009;0;0;Mikkelangelo
262;20543;Absztrakkt;4225547;Chakra Medi Part (Ft. Rose Eide);432004;07.07.2017;2017;0;0;Die psychosoziale, chemische, biologische und elektromagnetische Manipulation des menschlichen Bewusstseins (DpcbueMdmB Mixtape)
263;20543;Absztrakkt;3112914;Charlie Hebdo;432004;07.07.2017;2017;0;0;Die psychosoziale, chemische, biologische und elektromagnetische Manipulation des menschlichen Bewusstseins (DpcbueMdmB Mixtape)
264;20543;Absztrakkt;232336;Classic Material;47060;01.01.2012;2012;0;1;Die Heiligen Rollen (Diamant Edition)
265;20543;Absztrakkt;4223899;C'Mon Baby Skit;304434;01.01.2008;2008;0;0;Die Heiligen Rollen (Gesammelte Werke 1998-2008)
