V1;artist_id;artist_name;song_id;song_name;album_id;release_date;release_year;Mentions_Cocain;Mentions_Cannabis;album_name
1873;178366;Azzi Memo;3152538;Nachtschicht (Ft. Diar);337855;26.05.2017;2017;0;1;Trap 'n' Haus
1874;178366;Azzi Memo;3908840;Nur Du (Ft. Tommy (DE));450425;24.08.2018;2018;0;0;Surf 'N' Turf
1875;178366;Azzi Memo;3102613;Promille (Ft. Olexesh);337855;26.05.2017;2017;0;1;Trap 'n' Haus
1876;178366;Azzi Memo;3103260;R.I.P. Deutschrap;337855;26.05.2017;2017;0;1;Trap 'n' Haus
1877;178366;Azzi Memo;3144447;Sag wann;337855;26.05.2017;2017;0;0;Trap 'n' Haus
1878;178366;Azzi Memo;3101803;Skit;337855;26.05.2017;2017;0;0;Trap 'n' Haus
1879;178366;Azzi Memo;2434488;So bin ich;100928;05.05.2014;2014;0;0;Jetzt oder nie
1880;178366;Azzi Memo;3908833;Surf 'N' Turf;450425;24.08.2018;2018;0;1;Surf 'N' Turf
1881;178366;Azzi Memo;3143817;Trockenrasur (Ft. Celo & Abdi);337855;26.05.2017;2017;0;1;Trap 'n' Haus
1882;178366;Azzi Memo;2434497;Unterwegs;100928;05.05.2014;2014;0;0;Jetzt oder nie
1883;178366;Azzi Memo;3144494;Was ich will;337855;26.05.2017;2017;1;1;Trap 'n' Haus
1884;178366;Azzi Memo;3076295;Wie ichs mach (Ft. Nimo);337855;26.05.2017;2017;0;1;Trap 'n' Haus
1885;178366;Azzi Memo;3908839;Wir reden nicht;450425;24.08.2018;2018;1;1;Surf 'N' Turf
1886;178366;Azzi Memo;3908841;XXX;450425;24.08.2018;2018;0;1;Surf 'N' Turf
1887;178366;Azzi Memo;3101831;Zeitdruck;337855;26.05.2017;2017;0;0;Trap 'n' Haus
1888;12433;Baba Saad;3363961;2 Schüsse in die Luft;374911;15.12.2017;2017;1;1;Yayo Tape II
1889;12433;Baba Saad;2818760;64 Bars;158449;10.07.2016;2016;0;1;Bang Bang (Baba Saad Edition)
1890;12433;Baba Saad;372432;Air Force One (Ft. Nyze);43380;01.01.2008;2008;1;0;Saadcore
1891;12433;Baba Saad;3212926;Album vor dem Album;252386;05.04.2013;2013;0;0;SdoppelaD
1892;12433;Baba Saad;674314;Alle Alle Alle blasen (Ft. Twizzy);116921;22.12.2014;2014;0;1;Yayo Tape
1893;12433;Baba Saad;3287701;Alles egal (Ft. Reece (Germany));252386;05.04.2013;2013;0;1;SdoppelaD
1894;12433;Baba Saad;4044002;Alles wegen dir;43380;01.01.2008;2008;0;0;Saadcore
1895;12433;Baba Saad;2393482;Alles wurde gut;133405;18.12.2015;2015;0;1;Saadcore Reloaded
1896;12433;Baba Saad;4043512;Amphetamin (Ft. JokA);11968;09.09.2011;2011;0;0;Halunke
1897;12433;Baba Saad;2394046;Asoziale Bars;133405;18.12.2015;2015;0;1;Saadcore Reloaded
1898;12433;Baba Saad;603248;Attentat (Ft. Summer Cem);118611;07.12.2007;2007;0;0;ersguterjunge Sampler Vol. 3 - Alles Gute kommt von unten
1899;12433;Baba Saad;677331;Augen auf (Ft. Chakuza);134102;17.02.2006;2006;0;1;ersguterjunge Sampler Vol. 1 - Nemesis
1900;12433;Baba Saad;2410457;Aussage verweigert;133405;18.12.2015;2015;0;0;Saadcore Reloaded
1901;12433;Baba Saad;603203;Baba;118611;07.12.2007;2007;1;0;ersguterjunge Sampler Vol. 3 - Alles Gute kommt von unten
1902;12433;Baba Saad;1525152;Baba Bars;252386;05.04.2013;2013;0;0;SdoppelaD
1903;12433;Baba Saad;400798;Baba Saad;11968;09.09.2011;2011;0;0;Halunke
1904;12433;Baba Saad;2803732;Bang Bang;158449;10.07.2016;2016;0;0;Bang Bang (Baba Saad Edition)
1905;12433;Baba Saad;4044005;Beirut;43380;01.01.2008;2008;0;0;Saadcore
1906;12433;Baba Saad;3363964;BELA (Ft. Zako [DE]);374911;15.12.2017;2017;1;0;Yayo Tape II
1907;12433;Baba Saad;239478;Beuteschema (Intro) (Ft. EstA (Germany) & Punch Arogunz);44341;01.10.2013;2013;0;1;Beuteschema
1908;12433;Baba Saad;3280287;Bleiben Bestehen;252386;05.04.2013;2013;0;1;SdoppelaD
1909;12433;Baba Saad;675543;Blutrote Augen;116921;22.12.2014;2014;1;1;Yayo Tape
1910;12433;Baba Saad;3280299;Bock auf HipHop (Ft. Gecko);252386;05.04.2013;2013;1;1;SdoppelaD
1911;12433;Baba Saad;708438;Carlo Cokxxx Nutten Flavor (Ft. Bushido);119731;16.07.2006;2006;0;0;Das Leben ist Saad 
1912;12433;Baba Saad;354269;Centercourt;120808;01.12.2006;2006;1;0;ersguterjunge Sampler Vol. 2 - Vendetta 
1913;12433;Baba Saad;651570;Centercourt II;116921;22.12.2014;2014;0;0;Yayo Tape
1914;12433;Baba Saad;708420;Das Leben ist Saad;119731;16.07.2006;2006;0;1;Das Leben ist Saad 
1915;12433;Baba Saad;489966;Das Leben ist Saadcore;104565;25.07.2014;2014;1;0;Das Leben ist Saadcore
1916;12433;Baba Saad;4044004;Das Leben ist so;43380;01.01.2008;2008;0;0;Saadcore
1917;12433;Baba Saad;421094;Der Pate (Ft. Nyze);120808;01.12.2006;2006;0;0;ersguterjunge Sampler Vol. 2 - Vendetta 
1919;12433;Baba Saad;2394028;Der Pate kommt!;133405;18.12.2015;2015;1;0;Saadcore Reloaded
1920;12433;Baba Saad;4044000;Der Smog;43380;01.01.2008;2008;0;0;Saadcore
1921;12433;Baba Saad;704594;Die Letzten werden die Ersten sein (Ft. Eko Fresh);119731;16.07.2006;2006;0;0;Das Leben ist Saad 
1922;12433;Baba Saad;684045;Drei (Ft. Bushido & D-Bo);43380;01.01.2008;2008;0;1;Saadcore
1923;12433;Baba Saad;512025;Du bellst aber beißt nicht;104565;25.07.2014;2014;0;1;Das Leben ist Saadcore
1924;12433;Baba Saad;4043511;Ein paar Sekunden;11968;09.09.2011;2011;0;0;Halunke
1925;12433;Baba Saad;3360254;Endlich wieder asozial (Ft. Chakuza);374911;15.12.2017;2017;1;0;Yayo Tape II
1926;12433;Baba Saad;3363963;Erzähl ma...;374911;15.12.2017;2017;1;0;Yayo Tape II
1927;12433;Baba Saad;4044012;Es wird Zeit;43380;01.01.2008;2008;0;0;Saadcore
1928;12433;Baba Saad;4043509;Für die Gangstas;11968;09.09.2011;2011;0;0;Halunke
1929;12433;Baba Saad;704998;Gefangen (Ft. Azad);119731;16.07.2006;2006;0;0;Das Leben ist Saad 
1930;12433;Baba Saad;2975551;Geschichte schreiben;120622;03.04.2015;2015;0;0;Beuteschema 2
1931;12433;Baba Saad;4043480;Ghetto Baba;11968;09.09.2011;2011;1;1;Halunke
1932;12433;Baba Saad;602675;Ghettorap hin, Ghettorap her;126520;04.04.2005;2005;1;0;Carlo Cokxxx Nutten II
1933;12433;Baba Saad;708413;Glaub an dich (Ft. Chakuza);119731;16.07.2006;2006;0;1;Das Leben ist Saad 
1934;12433;Baba Saad;708411;Grün-Weiß WB;119731;16.07.2006;2006;0;0;Das Leben ist Saad 
1935;12433;Baba Saad;3363965;Guntalk;374911;15.12.2017;2017;0;0;Yayo Tape II
1936;12433;Baba Saad;214201;Hallo Rapfans (Ft. EstA (Germany) & Punch Arogunz);44341;01.10.2013;2013;0;0;Beuteschema
1937;12433;Baba Saad;663507;H.A.L.U.N.K.E.;11968;09.09.2011;2011;0;0;Halunke
1938;12433;Baba Saad;650541;Halunken Bars;116921;22.12.2014;2014;1;1;Yayo Tape
1939;12433;Baba Saad;3304679;Hände hoch (Ft. Zako [DE]);374911;15.12.2017;2017;1;1;Yayo Tape II
1940;12433;Baba Saad;1796580;Hände Hoch (SdoppelaD);252386;05.04.2013;2013;0;1;SdoppelaD
1941;12433;Baba Saad;2393730;Hasst oder Hast;133405;18.12.2015;2015;0;1;Saadcore Reloaded
1942;12433;Baba Saad;465527;Hasta La Vista;43380;01.01.2008;2008;0;1;Saadcore
1943;12433;Baba Saad;522817;Hasta La Vista 2;NA;21.09.2014;2014;0;1;NA
1944;12433;Baba Saad;3280263;HB13;252386;05.04.2013;2013;0;0;SdoppelaD
1945;12433;Baba Saad;4044001;Hier geht es nicht um dich;43380;01.01.2008;2008;0;0;Saadcore
1946;12433;Baba Saad;648896;Hier geht es nicht um dich II;116921;22.12.2014;2014;0;1;Yayo Tape
1947;12433;Baba Saad;4109412;Hier geht es nicht um dich II (Remix) (Ft. Hamad 45 & Said);116921;22.12.2014;2014;0;0;Yayo Tape
1948;12433;Baba Saad;675555;Hilfe;116921;22.12.2014;2014;0;0;Yayo Tape
1949;12433;Baba Saad;650583;Hilfiger Flow;116921;22.12.2014;2014;1;0;Yayo Tape
1950;12433;Baba Saad;4043516;Hör’ auf die Melodie (Ft. Chakuza);11968;09.09.2011;2011;0;1;Halunke
1951;12433;Baba Saad;247147;Hurensohn (Ft. Punch Arogunz);44341;01.10.2013;2013;0;0;Beuteschema
1952;12433;Baba Saad;708422;Ich halt die Stellung;119731;16.07.2006;2006;0;0;Das Leben ist Saad 
1953;12433;Baba Saad;4044006;Ich schiess;43380;01.01.2008;2008;0;0;Saadcore
1954;12433;Baba Saad;2416936;Ich schieß Reloaded;133405;18.12.2015;2015;0;1;Saadcore Reloaded
1955;12433;Baba Saad;512028;Ich will euch brennen sehen;104565;25.07.2014;2014;0;0;Das Leben ist Saadcore
1956;12433;Baba Saad;3363960;Immernoch #1;374911;15.12.2017;2017;1;1;Yayo Tape II
1957;12433;Baba Saad;708409;Intro (Das Leben ist Saad);119731;16.07.2006;2006;1;0;Das Leben ist Saad 
1958;12433;Baba Saad;4043508;Intro (Halunke);11968;09.09.2011;2011;0;0;Halunke
1959;12433;Baba Saad;4043999;Intro (Saadcore);43380;01.01.2008;2008;0;0;Saadcore
1960;12433;Baba Saad;3212913;Intro (SdoppelaD);252386;05.04.2013;2013;1;1;SdoppelaD
1961;12433;Baba Saad;4044008;Jamila;43380;01.01.2008;2008;0;0;Saadcore
1962;12433;Baba Saad;440945;Jamila (Das Finale);104565;25.07.2014;2014;1;1;Das Leben ist Saadcore
1963;12433;Baba Saad;1805560;Jamila, Pt. 2;252386;05.04.2013;2013;0;0;SdoppelaD
1964;12433;Baba Saad;2390118;Jeder Tropfen (Ft. Kontra K);133405;18.12.2015;2015;0;0;Saadcore Reloaded
1966;12433;Baba Saad;650569;Kannste ma sehn (Ft. Bonez MC);116921;22.12.2014;2014;0;1;Yayo Tape
1967;12433;Baba Saad;465810;Kantsteinsurfer;104565;25.07.2014;2014;0;1;Das Leben ist Saadcore
1968;12433;Baba Saad;55862;Keiner hat mir was zu sagen (KHMWZS);11968;09.09.2011;2011;0;0;Halunke
1970;12433;Baba Saad;645186;Klinge lecken (Ft. Punch Arogunz);116921;22.12.2014;2014;0;0;Yayo Tape
1971;12433;Baba Saad;4043513;Komm;11968;09.09.2011;2011;0;0;Halunke
1972;12433;Baba Saad;708415;Komm endlich zurück;119731;16.07.2006;2006;0;0;Das Leben ist Saad 
1973;12433;Baba Saad;4044009;Kopf durch die Wand;43380;01.01.2008;2008;0;0;Saadcore
1974;12433;Baba Saad;3044256;Kopf durch die Wand 2 (Ft. JokA);133405;18.12.2015;2015;0;0;Saadcore Reloaded
1975;12433;Baba Saad;510319;Kreditkartenfresse;104565;25.07.2014;2014;0;0;Das Leben ist Saadcore
1976;12433;Baba Saad;465635;La Familia (Ft. Bushido & Kay One);43380;01.01.2008;2008;1;1;Saadcore
1977;12433;Baba Saad;2416944;La Familia Reloaded (Ft. Punch Arogunz);133405;18.12.2015;2015;0;1;Saadcore Reloaded
1978;12433;Baba Saad;3280388;Lebende Legende;252386;05.04.2013;2013;0;0;SdoppelaD
1979;12433;Baba Saad;4044003;Leben (Skit);43380;01.01.2008;2008;0;0;Saadcore
1980;12433;Baba Saad;350269;Manchmal;43380;01.01.2008;2008;1;1;Saadcore
1981;12433;Baba Saad;650497;Manchmal Pt. II;104565;25.07.2014;2014;1;1;Das Leben ist Saadcore
1983;12433;Baba Saad;2017457;Meine Stadt (Ft. Jack Da Rappa);252386;05.04.2013;2013;0;0;SdoppelaD
1985;12433;Baba Saad;3287677;Mein Weg;252386;05.04.2013;2013;0;1;SdoppelaD
1986;12433;Baba Saad;2167138;Menschen quälen (Ft. Blokkmonsta);104565;25.07.2014;2014;0;0;Das Leben ist Saadcore
1987;12433;Baba Saad;2823438;Messer gegen Pistole;158449;10.07.2016;2016;0;1;Bang Bang (Baba Saad Edition)
1988;12433;Baba Saad;675532;Mikrofon Massaka;116921;22.12.2014;2014;0;0;Yayo Tape
1989;12433;Baba Saad;3277854;Moneygram;374911;15.12.2017;2017;1;1;Yayo Tape II
1990;12433;Baba Saad;650526;Nachtgespräch;104565;25.07.2014;2014;0;0;Das Leben ist Saadcore
1991;12433;Baba Saad;4043451;Outro (Das Leben ist Saad);119731;16.07.2006;2006;0;0;Das Leben ist Saad 
1992;12433;Baba Saad;4043517;Outro (Halunke);11968;09.09.2011;2011;0;0;Halunke
1993;12433;Baba Saad;4044011;Outro (Saadcore);43380;01.01.2008;2008;0;0;Saadcore
1994;12433;Baba Saad;3270354;Outro (SdoppelaD);252386;05.04.2013;2013;0;0;SdoppelaD
1995;12433;Baba Saad;708417;Prost auf dich;119731;16.07.2006;2006;1;1;Das Leben ist Saad 
1996;12433;Baba Saad;55861;Rap Casanova;11968;09.09.2011;2011;1;0;Halunke
1997;12433;Baba Saad;220705;Rapmaschinen auf Beats (Ft. EstA (Germany) & Punch Arogunz);44341;01.10.2013;2013;0;0;Beuteschema
1998;12433;Baba Saad;3044755;Rap will ficken, doch...;133405;18.12.2015;2015;0;0;Saadcore Reloaded
1999;12433;Baba Saad;3270390;Rap will nur Skill;252386;05.04.2013;2013;0;0;SdoppelaD
2000;12433;Baba Saad;209853;Regen (Ft. Bushido);43380;01.01.2008;2008;0;0;Saadcore
2001;12433;Baba Saad;677466;S.A.A.D.;134102;17.02.2006;2006;0;1;ersguterjunge Sampler Vol. 1 - Nemesis
2002;12433;Baba Saad;522932;Saad BC;104565;25.07.2014;2014;1;1;Das Leben ist Saadcore
2003;12433;Baba Saad;4044007;Saad Capone;43380;01.01.2008;2008;0;0;Saadcore
2004;12433;Baba Saad;2375623;Saad Capone Reloaded;133405;18.12.2015;2015;0;0;Saadcore Reloaded
2005;12433;Baba Saad;2332311;Saadcore Reloaded Intro;133405;18.12.2015;2015;0;0;Saadcore Reloaded
2006;12433;Baba Saad;2826303;#saadvspunch;NA;24.07.2016;2016;0;0;NA
2007;12433;Baba Saad;3044231;Schädelbasisbruch (Ft. Blokkmonsta);133405;18.12.2015;2015;0;0;Saadcore Reloaded
2009;12433;Baba Saad;2843001;Schlaflos (Ft. Einfach Sinan);158449;10.07.2016;2016;0;0;Bang Bang (Baba Saad Edition)
2010;12433;Baba Saad;2842904;Schlechter Verlierer;158449;10.07.2016;2016;1;0;Bang Bang (Baba Saad Edition)
2011;12433;Baba Saad;720927;S Doppel A;119731;16.07.2006;2006;0;0;Das Leben ist Saad 
2012;12433;Baba Saad;2063790;S doppel a d;252386;05.04.2013;2013;1;1;SdoppelaD
2013;12433;Baba Saad;939951;Seit Dem Ersten Tag;252386;05.04.2013;2013;0;0;SdoppelaD
2014;12433;Baba Saad;2375689;Silber oder Blei (Ft. Kianush & PA Sports);133405;18.12.2015;2015;0;1;Saadcore Reloaded
2015;12433;Baba Saad;2395723;So soll es sein (Ft. Gecko);138987;21.12.2012;2012;0;0;Weihnachten im Untergrund 2
2016;12433;Baba Saad;3363962;Straßengesetz (Ft. Herzog & PTK);374911;15.12.2017;2017;1;1;Yayo Tape II
2017;12433;Baba Saad;686540;Straßenpolitik;43380;01.01.2008;2008;0;1;Saadcore
2018;12433;Baba Saad;2393601;Strassenpolitik (Reloaded);133405;18.12.2015;2015;0;0;Saadcore Reloaded
2019;12433;Baba Saad;3343222;Tatort (Ft. Manuellsen);374911;15.12.2017;2017;0;1;Yayo Tape II
2020;12433;Baba Saad;280090;Traum aus dem Libanon;NA;16.11.2013;2013;0;0;NA
2021;12433;Baba Saad;704981;Um uns herum (Ft. JokA);119731;16.07.2006;2006;0;0;Das Leben ist Saad 
2022;12433;Baba Saad;708430;Unterschätzt;119731;16.07.2006;2006;0;0;Das Leben ist Saad 
2023;12433;Baba Saad;708427;Verschwunden (Ft. D-Bo);119731;16.07.2006;2006;0;0;Das Leben ist Saad 
2024;12433;Baba Saad;2408809;Was ich so mache (Skit);104565;25.07.2014;2014;0;0;Das Leben ist Saadcore
2025;12433;Baba Saad;4044013;Was kann ich dafür?;43380;01.01.2008;2008;0;0;Saadcore
2026;12433;Baba Saad;705604;Was mir fehlt;119731;16.07.2006;2006;0;0;Das Leben ist Saad 
2027;12433;Baba Saad;4044014;Was willst du machen?;43380;01.01.2008;2008;0;0;Saadcore
2028;12433;Baba Saad;55860;Weisst du wie es ist;11968;09.09.2011;2011;0;0;Halunke
2029;12433;Baba Saad;460692;Wenn du ihnen glaubst;104565;25.07.2014;2014;0;0;Das Leben ist Saadcore
2030;12433;Baba Saad;4043510;Wer bist du;11968;09.09.2011;2011;0;0;Halunke
2031;12433;Baba Saad;1673372;Wer Ich Bin;252386;05.04.2013;2013;0;0;SdoppelaD
2032;12433;Baba Saad;4043450;!!Wieso!! (Ft. Bizzy Montana);119731;16.07.2006;2006;0;0;Das Leben ist Saad 
2033;12433;Baba Saad;487501;Womit habe ich das verdient Pt. II;104565;25.07.2014;2014;0;0;Das Leben ist Saadcore
2034;12433;Baba Saad;705014;Womit hab' ich das verdient;119731;16.07.2006;2006;0;0;Das Leben ist Saad 
2036;12433;Baba Saad;510295;Worte sind nur Luft (Ft. Kontra K);104565;25.07.2014;2014;0;0;Das Leben ist Saadcore
2037;12433;Baba Saad;4043515;Wow;11968;09.09.2011;2011;0;0;Halunke
2038;12433;Baba Saad;209858;Yayo;43380;01.01.2008;2008;1;1;Saadcore
2039;12433;Baba Saad;651028;Yayo Pt. II;104565;25.07.2014;2014;0;1;Das Leben ist Saadcore
2040;12433;Baba Saad;231882;Yeah Yeah Yeah;44341;01.10.2013;2013;0;1;Beuteschema
2041;12433;Baba Saad;54595;Youssef;11968;09.09.2011;2011;0;0;Halunke
2042;12433;Baba Saad;4044010;Zeig mir deine Freunde;43380;01.01.2008;2008;0;0;Saadcore
2043;12433;Baba Saad;4043514;Zwischen Bremen und Beirut;11968;09.09.2011;2011;0;0;Halunke
2046;13363;Bass Sultan Hengzt;600973;1001 Nacht (Ft. Boss Bitch Berlin & King Orgasmus One);33370;03.03.2006;2006;0;0;Berliner Schnauze
2047;13363;Bass Sultan Hengzt;600228;3 Kingz (Ft. Automatikk);40865;14.09.2007;2007;1;0;Der Schmetterlingseffekt
2048;13363;Bass Sultan Hengzt;419274;4 Jahre;86450;18.04.2014;2014;0;1;Endlich erwachsen
2049;13363;Bass Sultan Hengzt;2404997;Abschluss (Ft. D-Bo);48596;09.05.2005;2005;0;0;Rap braucht immer noch kein Abitur
2050;13363;Bass Sultan Hengzt;4093198;AFD (Ft. Al-Gear);479754;24.02.2017;2017;0;0;Das geheime Album
2051;13363;Bass Sultan Hengzt;2817180;AfD (Abschiebungs Anthem) (Ft. Al-Gear);168354;05.07.2016;2016;0;0;2ahltag: Riot
2052;13363;Bass Sultan Hengzt;598877;Alle Drinks Auf Mich;25230;08.05.2009;2009;0;0;Zahltag
2053;13363;Bass Sultan Hengzt;446100;Alles doch nur Spaß;105017;21.05.2010;2010;0;0;Homework
2054;13363;Bass Sultan Hengzt;4093195;Alt & Fett;479754;24.02.2017;2017;0;0;Das geheime Album
2055;13363;Bass Sultan Hengzt;601695;A.M.S.T.A.F.F (Ft. Automatikk);33370;03.03.2006;2006;1;0;Berliner Schnauze
2056;13363;Bass Sultan Hengzt;423011;Anbeginn der Zeit;86450;18.04.2014;2014;0;0;Endlich erwachsen
2057;13363;Bass Sultan Hengzt;4093199;Anonyma Anabolika;NA;24.02.2017;2017;0;0;NA
2058;13363;Bass Sultan Hengzt;2457543;Anonyme Anabolika;168354;05.07.2016;2016;0;1;2ahltag: Riot
2059;13363;Bass Sultan Hengzt;4015804;Bad Girlz;120718;27.03.2015;2015;0;0;Musik wegen Weibaz
2060;13363;Bass Sultan Hengzt;601749;Battle dies und das (Ft. King Orgasmus One);48596;09.05.2005;2005;0;1;Rap braucht immer noch kein Abitur
2061;13363;Bass Sultan Hengzt;2425736;Battleking;479754;24.02.2017;2017;0;1;Das geheime Album
2062;13363;Bass Sultan Hengzt;2405003;Battle Skit (Ft. Bushido);48596;09.05.2005;2005;0;0;Rap braucht immer noch kein Abitur
2063;13363;Bass Sultan Hengzt;149941;Berliner Schnauze;33370;03.03.2006;2006;0;0;Berliner Schnauze
2064;13363;Bass Sultan Hengzt;4220078;Bester Mann;434314;11.01.2019;2019;1;1;Bester Mann
2065;13363;Bass Sultan Hengzt;4234705;Betty;434314;11.01.2019;2019;0;0;Bester Mann
2066;13363;Bass Sultan Hengzt;1784908;Bisschen Mehr;120718;27.03.2015;2015;0;0;Musik wegen Weibaz
2067;13363;Bass Sultan Hengzt;599248;Blockbuster;40865;14.09.2007;2007;0;1;Der Schmetterlingseffekt
2068;13363;Bass Sultan Hengzt;4015801;Bombe platziert;120718;27.03.2015;2015;0;0;Musik wegen Weibaz
2070;13363;Bass Sultan Hengzt;2405000;Cazino;48596;09.05.2005;2005;0;1;Rap braucht immer noch kein Abitur
2071;13363;Bass Sultan Hengzt;149942;Clownrapper;33370;03.03.2006;2006;0;0;Berliner Schnauze
2072;13363;Bass Sultan Hengzt;4093194;Clowns;479754;24.02.2017;2017;0;0;Das geheime Album
2073;13363;Bass Sultan Hengzt;601385;Dafür Hab Ich Dich Nicht Gebraucht;33370;03.03.2006;2006;0;0;Berliner Schnauze
2074;13363;Bass Sultan Hengzt;2412171;Dafür hab ich dich nicht gebraucht (Skit);33370;03.03.2006;2006;0;0;Berliner Schnauze
2075;13363;Bass Sultan Hengzt;366716;Das Leben ist schön;86450;18.04.2014;2014;0;0;Endlich erwachsen
2076;13363;Bass Sultan Hengzt;599694;Das letzte Mal;40865;14.09.2007;2007;0;1;Der Schmetterlingseffekt
2077;13363;Bass Sultan Hengzt;4132676;Das Vermächtnis;434314;11.01.2019;2019;0;1;Bester Mann
2078;13363;Bass Sultan Hengzt;599288;Deadly Games (Ft. Silla);40865;14.09.2007;2007;0;0;Der Schmetterlingseffekt
2079;13363;Bass Sultan Hengzt;155152;Der Block bleibt stehen;25230;08.05.2009;2009;0;0;Zahltag
2080;13363;Bass Sultan Hengzt;4093189;Der Coole von der Schule;479754;24.02.2017;2017;0;0;Das geheime Album
2081;13363;Bass Sultan Hengzt;4015803;Der PartyMaker;120718;27.03.2015;2015;0;0;Musik wegen Weibaz
2082;13363;Bass Sultan Hengzt;419265;Die Freaks kommen um Mitternacht;86450;18.04.2014;2014;0;0;Endlich erwachsen
2083;13363;Bass Sultan Hengzt;3758023;Die Schöne und das Speed;434314;11.01.2019;2019;1;1;Bester Mann
2084;13363;Bass Sultan Hengzt;2956912;Donald Trump;168354;05.07.2016;2016;0;0;2ahltag: Riot
2085;13363;Bass Sultan Hengzt;2412200;Down (Ft. Fler);33370;03.03.2006;2006;0;1;Berliner Schnauze
2086;13363;Bass Sultan Hengzt;3067374;Drive-by auf Veganer-Fotzen;168354;05.07.2016;2016;0;1;2ahltag: Riot
2087;13363;Bass Sultan Hengzt;447799;Du bist Freund ich bin Feind (ersguterteil 2);48596;09.05.2005;2005;0;1;Rap braucht immer noch kein Abitur
2088;13363;Bass Sultan Hengzt;601418;Dumm Fickt Gut (Ft. Fler);33370;03.03.2006;2006;0;1;Berliner Schnauze
2089;13363;Bass Sultan Hengzt;2401581;Du tanzt Storys;48596;09.05.2005;2005;0;0;Rap braucht immer noch kein Abitur
2090;13363;Bass Sultan Hengzt;4071717;Ehrenhengzt;434314;11.01.2019;2019;0;0;Bester Mann
2091;13363;Bass Sultan Hengzt;601776;Eigene Regeln (Ft. Automatikk);48596;09.05.2005;2005;1;0;Rap braucht immer noch kein Abitur
2092;13363;Bass Sultan Hengzt;599753;Einzelkampf Orgis Advocate (Ft. King Orgasmus One);40865;14.09.2007;2007;0;1;Der Schmetterlingseffekt
2093;13363;Bass Sultan Hengzt;407526;Elefant;86450;18.04.2014;2014;0;0;Endlich erwachsen
2094;13363;Bass Sultan Hengzt;408125;Endlich erwachsen;86450;18.04.2014;2014;0;0;Endlich erwachsen
2095;13363;Bass Sultan Hengzt;101733;Ex-Guter Junge;25230;08.05.2009;2009;0;1;Zahltag
2096;13363;Bass Sultan Hengzt;2338093;Farben;120718;27.03.2015;2015;0;0;Musik wegen Weibaz
2097;13363;Bass Sultan Hengzt;437187;Feier mich Bankrott;86450;18.04.2014;2014;0;0;Endlich erwachsen
2098;13363;Bass Sultan Hengzt;3045807;Feiertag;168354;05.07.2016;2016;1;0;2ahltag: Riot
2099;13363;Bass Sultan Hengzt;3006060;Feiertag / Zahltag;NA;27.02.2017;2017;1;1;NA
2100;13363;Bass Sultan Hengzt;102283;Fick Bushido (Zurück nach Bonn);116644;01.05.2006;2006;1;1;Freetracks & Exclusives 
2101;13363;Bass Sultan Hengzt;149912;Fick die Welt (Ft. King Orgasmus One);25230;08.05.2009;2009;1;0;Zahltag
2102;13363;Bass Sultan Hengzt;733167;Flasche mit Licht;120718;27.03.2015;2015;0;0;Musik wegen Weibaz
2103;13363;Bass Sultan Hengzt;408537;Frauen & Rabauken;86450;18.04.2014;2014;0;0;Endlich erwachsen
2104;13363;Bass Sultan Hengzt;2448704;Funkel funkel kleiner Stern;25230;08.05.2009;2009;1;0;Zahltag
2105;13363;Bass Sultan Hengzt;4234708;Gangbanger;434314;11.01.2019;2019;0;0;Bester Mann
2106;13363;Bass Sultan Hengzt;408742;Geh Jetzt;86450;18.04.2014;2014;0;0;Endlich erwachsen
2107;13363;Bass Sultan Hengzt;601401;Geld Ist Der Grund;33370;03.03.2006;2006;1;0;Berliner Schnauze
2108;13363;Bass Sultan Hengzt;599257;Ghettopräsident;40865;14.09.2007;2007;0;0;Der Schmetterlingseffekt
2109;13363;Bass Sultan Hengzt;3339461;GIB MIR VODDI;NA;28.11.2017;2017;0;0;NA
2110;13363;Bass Sultan Hengzt;601735;Goldkettentrend 2 (Ft. Fler);33370;03.03.2006;2006;0;0;Berliner Schnauze
2111;13363;Bass Sultan Hengzt;598764;Goldkettentrend Part III (Ft. Amar & Silla);25230;08.05.2009;2009;0;1;Zahltag
2112;13363;Bass Sultan Hengzt;153198;Grossstadtdschungel (Ft. Bushido);48596;09.05.2005;2005;0;0;Rap braucht immer noch kein Abitur
2113;13363;Bass Sultan Hengzt;240783;Halt deine Fresse;48596;09.05.2005;2005;0;0;Rap braucht immer noch kein Abitur
2114;13363;Bass Sultan Hengzt;383970;Halt Stop (Ft. Psycho Andreas & Sido);86450;18.04.2014;2014;0;0;Endlich erwachsen
2115;13363;Bass Sultan Hengzt;4015798;Hände hoch;120718;27.03.2015;2015;0;0;Musik wegen Weibaz
2116;13363;Bass Sultan Hengzt;4093193;Haram;479754;24.02.2017;2017;0;0;Das geheime Album
2117;13363;Bass Sultan Hengzt;4234706;Hau ma rein;434314;11.01.2019;2019;0;0;Bester Mann
2118;13363;Bass Sultan Hengzt;2850767;Hauptschüler Slang;168354;05.07.2016;2016;0;1;2ahltag: Riot
2119;13363;Bass Sultan Hengzt;2381075;Heimbring (Ft. Serk);86450;18.04.2014;2014;0;0;Endlich erwachsen
2120;13363;Bass Sultan Hengzt;599368;H.E.N.gzt;40865;14.09.2007;2007;0;0;Der Schmetterlingseffekt
2121;13363;Bass Sultan Hengzt;4015800;Herz;120718;27.03.2015;2015;0;0;Musik wegen Weibaz
